name,url,type,seal_brewer_member,ba_associate_member,ab_inbev,state
Aries Craft Brewing Company,www.ariesbrewing.com,Planning,,Y,,PA
Arizona Craft Brewing,,Micro,Y,,,AZ
Arizona Wilderness Brewing,Azwbeer.com,Brewpub,Y,,,AZ
Arkane Aleworks,www.arkanebeer.com,Micro,Y,,,FL
Arkose Brewery,www.arkosebrewery.com,Micro,Y,,,AK
Arlington Club,www.thearlingtonclub.com,Micro,,,,OR
Armada Brewing,www.armadabeer.com,Contract,,,,CT
Armadillo Ale Works,www.armadilloaleworks.com,Micro,Y,,,TX
Armistice Brewing Company,www.armisticebrewing.com,Micro,Y,,,CA
Armored Goat Brewing Company,,Planning,,Y,,
Armory Beer Company,www.armorybeer.com,Planning,,Y,,NC
Armstrong Brewing Co,www.armstrongbrewing.com,Micro,,,,CA
Arouet,,Planning,,Y,,
Around the Bend Beer Co.,www.atbbeerco.com,Contract,,,,IL
Arrow Lodge Brewing,,Micro,Y,,,CA
Arrowhead Ales Brewing Company,www.arrowheadales.com,Brewpub,Y,,,IL
Arrowood Farms,www.arrowoodfarms.com,Micro,Y,,,NY
Art Is An Ale,www.art-is-an-ale.com,Planning,,Y,,
Artifex Brewing Company,www.artifexbrewing.com,Micro,Y,,,CA
Artisan Owl Brewing Company,,Planning,,Y,,NJ
Artisanal Brew Works,www.artisanalbrewworks.com,Micro,,,,NY
Artisan's Brewery & Italian Grill,www.artisanstomsriver.com,Brewpub,,,,NJ
Arts District Brewing Company,,Brewpub,Y,,,CA
Arundel Cellars & Brewing Co,www.arundelcellars.com,Brewpub,Y,,,PA
Arvon Brewing Co.,www.arvonbrewingco.com,Micro,Y,,,MI
As Built Brewing,www.asbuiltbrewing.com,Planning,,Y,,
Asbury Park Brewery,www.asburyparkbrewery.com,Micro,Y,,,NJ
Ascension Brewing Company,www.ascension.beer,Brewpub,,,,MI
Asgard Brewing Company,www.asgardbrewery.com,Micro,Y,,,TN
Ashby Brewing Company,www.abcbrewing.net,Micro,Y,,,MN
Asher Brewing Co,asherbrewing.com,Micro,Y,,,CO
Asheville Brewing Co,www.ashevillepizza.com,Brewpub,Y,,,NC
Ashton Brewing Company,ashtonbrewing.com,Planning,,Y,,NJ
Ashtown Brewing Co,www.ashtownbrewing.com,Micro,Y,,,WA
Ashuelot Brewing Company,,Micro,,,,NH
Aslan Brewing Company,aslanbrewing.com,Micro,Y,,,WA
Aslin Beer Company,www.aslinbeer.com,Micro,Y,,,VA
Aspen Brewing Company,www.aspenbrewingcompany.com,Micro,Y,,,CO
Aspetuck Brew Lab,www.aspetuckbrewlab.com,Micro,Y,,,CT
Ass Clown Brewing Co,www.assclownbrewery.com,Micro,Y,,,NC
Assembly brewing,www.assemblybrewingco.com,Planning,,Y,,OR
Aston Abbey Brewing Co,www.astonabbeybrewing.com,Micro,Y,,,PA
Astoria Brewing Company,,Micro,Y,,,OR
Astro Lab Brewing,www.astrolabbrewing.com,Planning,,Y,,MD
Astronomy Aleworks,astronomyaleworks.com,Planning,,Y,,NV
Asylum Brewing,,Micro,Y,,,CA
At Ease Brewing,www.ateasebrewing.com,Planning,,Y,,CA
At Large Brewing,www.atlargebrewing.com,Micro,,,,WA
Atco Brewing LLC,Www.atcobrewingcompany.com,Micro,Y,,,NJ
Athens Brewing Co,www.athensbrewingco.com,Brewpub,,,,TX
Athletic Brewing Company,www.AthleticBrewing.com,Planning,,Y,,CT
Atlanta Brewing,www.atlantabrewing.com,Micro,Y,,,GA
Atlantic Beach Brewing Company,www.atlanticbeachbrewingcompany.com,Micro,Y,,,FL
Atlantic Brewing Co,atlanticbrewing.com,Micro,Y,,,ME
Atlantic Brewing Co / Bar Harbor Brewing,www.barharborbrewing.com,Brewpub,Y,,,ME
Atlas Brew Works,www.atlasbrewworks.com,Micro,Y,,,DC
Atom Brewing Company,www.atombrewingcompany.com,Micro,,,,CO
Atomic Ale Brewpub and Eatery,www.atomicalebrewpub.com,Brewpub,,,,WA
Atrevida Beer Company,www.atrevidabeerco.com,Micro,Y,,,CO
Attaboy Beer,,Micro,Y,,,MD
Attic Brewing,,Planning,,Y,,PA
Atwater Brewing Co,www.atwaterbeer.com,Regional,Y,,,MI
Atwater Grand Rapids,,Brewpub,Y,,,MI
Atwater In the Park Biergarten and Tap House,www.atwaterbeer.com,Brewpub,Y,,,MI
Atwood Ales,www.atwoodales.com,Micro,Y,,,WA
Auburn Alehouse,www.auburnalehouse.com,Brewpub,Y,,,CA
Auburn Brewing Company,,Planning,,Y,,IN
Audacious Aleworks,,Micro,,,,VA
August Schell Brewing Co,www.schellsbrewery.com,Regional,Y,,,MN
Augusta Brewing Co,www.augustabrewing.com,Brewpub,Y,,,MO
Augustino Brewing,www.augustinobrew.com,Brewpub,Y,,,KS
Aurochs Brewing Company,,Micro,Y,,,PA
Aurora Ale & Lager,www.brewaurora.com,Micro,Y,,,NY
Ausable Brewing Co,ausablebrewing.tumblr.com,Micro,,,,NY
Austin Beerworks,www.austinbeerworks.com,Regional,Y,,,TX
Austin Brothers' Beer Company,www.austinbrosbeerco.com,Brewpub,Y,,,MI
Austin Street Brewery,,Planning,,Y,,ME
Austin Street Brewery,www.austinstreetbrewery.com,Micro,Y,,,ME
Automatic Brewing Co. / Blind Lady Alehouse,www.blindlady.blogspot.com,Brewpub,,,,CA
Avalanche Brewing Co,www.avalanchebrewing.com,Brewpub,Y,,,CO
Avant Garde Beer,,Planning,,Y,,CO
Avery Brewing Co,,Regional,,Y,,CO
Aviator Brewing Company,www.aviatorbrew.com,Regional,,,,NC
Avocation Brewing Company,www.avocationbrewing.com,Planning,,Y,,
Avondale Brewing Co,www.avondalebrewing.com,Micro,Y,,,AL
Axe And Arrow Brewery,,Planning,,Y,,NJ
Axle Brewing Company,,Brewpub,Y,,,MI
Axle Brewing Company,www.axlebrewing.com,Micro,Y,,,MI
Azalea City Brewing Company,,Planning,,Y,,
Aztec Brewing Company,www.aztecbrewery.com,Micro,,,,CA
B and J's Handcrafted Texas Ales,pizzaandbrew@aol.com,Micro,Y,,,TX
B Chord Brewing Company,www.bchordbrewing.com,Micro,,,,VA
B.C. Brewery,www.bcbrewerymd.com,Micro,Y,,,MD
B.O.B's Brewery,thebobsbrewery.thebob.com,Brewpub,Y,,,MI
B-52 Brewing,www.b52brewing.com,Micro,Y,,,TX
B9 Beverages Inc,,Contract,,,,NY
Baa Baa Brewhouse,www.baabaabrewhouse.com,Micro,Y,,,TX
Babe's Bar-B-Que and Brewhouse,,Brewpub,Y,,,CA
Bacchus Brewing,www.bacchusbrewing.com,Micro,Y,,,NY
Back Alley Brewing Co,,Micro,,,,IN
Back Barn Brewing Company,,Planning,,Y,,NY
Back Bay Brewing Company,www.backbaybrewingco.com,Micro,Y,,,VA
Back Channel Brewing,www.backchannelbrewing@gmail.com,Micro,Y,,,MN
Back East Brewing,www.backeastbrewing.com,Micro,Y,,,CT
Back Forty Beer Co,www.backfortybeer.com,Micro,,,,AL
Back Forty Beer Company - Birmingham,,Micro,Y,,,AL
Back Pedal Brewing Company,backpedalbrewing.com,Micro,Y,,,OR
Back Pew Brewing,www.backpewbrewing.com,Micro,Y,,,TX
Back Road Brewery,www.backroadbrewery.com,Micro,,,,IN
Back Street Brewery & Tasting Room,www.backstreetbrew.com,Micro,Y,,,CA
Backacre Beermakers,www.backacrebeermakers.com,Micro,Y,,,VT
Backlash Beer Co,,Contract,,,,MA
Backman Brewing Company,backmanbrewing.com,Planning,,Y,,NJ
Backpocket Brewing Co,www.backpocketbrewing.com,Micro,Y,,,IA
BackRoad Brewery,www.backroadbeer.com,Micro,,,,IA
Backroom Brewery,www.backroombreweryva.com,Brewpub,,,,VA
Backshore Brewing Co.,www.BackshoreBrew.com,Brewpub,,,,MD
Backside Brewing Co,www.backsidebrewingco.com,Brewpub,,,,OR
Backslope Brewing,www.backslopebrewing.com,Brewpub,,,,MT
Backstep Brewing Company,www.backstepbrewingcompany.com,Micro,Y,,,IN
Backstop Brewing Co.,,Planning,,Y,,
BackStory Brewery,www.backstorybrewery.com,Micro,Y,,,TX
Backswing Brewing Co.,www.backswingbrewing.com,Micro,,,,NE
Backward Flag Brewing,www.backwardflagbrewing.com,Micro,Y,,,NJ
Backwoods Brewing Company,www.backwoodsbrewingcompany.com,Micro,Y,,,WA
Backwoods Brewing Company - Production Only,www.backwoodsbrewingcompany.com,Micro,Y,,,WA
Backyard Barn Winery and Microbrewery,www.backyardbardwinery.com,Micro,,,,FL
Backyard Brewery,www.backyardbrewerynh.com,Brewpub,Y,,,NH
Bad Beat Brewing,www.badbeatbrewing.com,Micro,,,,NV
BAD Brewing Co,www.badbrewing.com,Micro,,,,MI
Bad Bulldogs Brewery,,Micro,,,,WA
Bad Dad Brewery,www.baddadbrewery.com,Micro,Y,,,IN
Bad Dream Brewing,www.baddreambrewing.com,Micro,,,,CT
Bad Habit Brewing Company,www.badhabitbeer.com,Micro,Y,,,MN
Bad Idea Brewing,www.badideabrewing.com,Planning,,Y,,TN
Bad Jimmy's Brewing Co,www.badjimmysbrewingco.com,Micro,,,,WA
Bad Lab Beer Co.,www.badlabbeer.com,Brewpub,Y,,,NH
Bad Martha Farmer's Brewery,www.badmarthabeer.com,Brewpub,Y,,,MA
Bad Shepherd Beer Company,www.blacksheepwv.com,Brewpub,,,,WV
Bad Tom Smith Brewing,www.badtomsmithbrewing.com,Micro,Y,,,OH
Bad Tom Smith Brewing,,Brewpub,Y,,,OH
Bad Water Brewing,www.badwaterbrewing.com,Contract,,,,AZ
Bad Weather Brewing LLC,www.badweatherbrewery.com,Micro,Y,,,MN
Badass Backyard Brewing,badassbackyardbrewing.com,Micro,Y,,,WA
Badger Hill Brewing,www.badgerhillbrewing.com,Micro,Y,,,MN
Badger Mountain Brewing,www.badgermountainbrewing.com,Micro,Y,,,WA
Badger State Brewing Company,www.badgerstatebrewing.com,Micro,Y,,,WI
BADSONS Beer Co,www.badsoons.com,Micro,Y,,,CT
BadWolf Brewing Company,www.badwolfbrewingcompany.com,Micro,Y,,,VA
Baere Brewing Company,www.baerebrewing.com,Micro,Y,,,CO
Baerlic Brewing Co,www.baerlicbrewing.com,Micro,Y,,,OR
Baffin Brewing Co,baffinbrewing.com,Micro,,,,MI
"Bag and Kettle, The",www.thebagandkettle.com,Brewpub,,,,ME
Bagby Beer Company,www.bagbybeer.com,Brewpub,Y,,,CA
Baggs Square Brewing Co.,,Planning,,Y,,NY
"Baileson Brewing Company, LLC",www.bailesonbrewing.com,Micro,,,,TX
Bainbridge Island Brewing,www.bainbridgebeer.com,Micro,Y,,,WA
Baithouse Brewery,www.baithousebrewery.com,Planning,,Y,,OH
Baker City Brewing Co,www.barleybrowns.com,Micro,Y,,,OR
BAKFISH Brewing Company,www.bakfishbrewing.com,Micro,Y,,,TX
Bald Man Brewing Company,www.BaldManBrewing.com,Micro,Y,,,MN
Bald Top Brewing Company,www.baldtopbrewing.com,Micro,Y,,,VA
Bale Breaker Brewing Company,www.balebreaker.com,Regional,Y,,,WA
Baleen Brewing Co.,,Planning,,Y,,AK
Ballad Brewing,www.balladbrewing.com,Micro,Y,,,VA
Ballast Point Brewing Co / Home Brew Mart,www.ballastpoint.com,Large,,Y,,CA
Ballast Point Brewing Company,www.ballastpoint.com,Large,,Y,,CA
Ballast Point Brewing Company,,Large,,Y,,VA
Ballast Point Brewing Company,,Planning,,Y,,IL
Ballast Point Brewing Company,,Planning,,Y,,CA
Ballast Point Brewing Company,,Large,,Y,,CA
Ballast Point Brewing Company - Little Italy,www.ballastpoint.com,Large,,Y,,CA
Ballast Point San Francisco,,Planning,,Y,,CA
Balmaghie Beverage Company,,Planning,,Y,,
Balsam Falls Brewing,,Micro,Y,,,NC
Balter Beerworks,www.balterbeerworks.com,Brewpub,Y,,,TN
Baltimore Washington Beer Works,www.ravenbeer.com,Contract,,Y,,MD
Bam Entertainment Center,www.gobamgo.com,Brewpub,,,,MI
Band of Blooms Brewing Co,bandofblooms.com,Planning,,Y,,
Band Of Bohemia,bandofbohemia.com,Brewpub,Y,,,IL
Band of Brothers Brewing Company,www.bandofbrosbrewing.com,Micro,,,,AL
Banded Brewing Company,www.bandedhorn.com,Micro,Y,,,ME
Banded Oak Brewing Company,Bandedoakbrewing.com,Brewpub,Y,,,CO
"Bandera Ale Project, LLC",www.banderabrewery.com,Micro,Y,,,TX
Bandit Brewing Co,www.banditbeer.com,Micro,Y,,,MT
Bandon Brewing Company,www.bandonbrewingco.com,Brewpub,Y,,,OR
Bandwagon Brewery,www.bandwagonbeer.com,Micro,,,,NY
Bang Brewing,www.bangbrewing.com,Micro,,,,MN
Bang the Drum Brewery,www.bangthedrumbrewery.com,Micro,,,,CA
Banger Brewing Co,www.bangerbrewing.com,Micro,Y,,,NV
Bangin' Banjo Brewing Company,www.banginbanjobrewing.com,Micro,Y,,,FL
Bangor Beer Co.,www.bangorbeerco.com,Brewpub,Y,,,ME
Bangor Trust Brewing,bangortrustbrewing.com,Brewpub,,,,PA
Banjo Brewing,,Planning,,Y,,WV
Bank Brewing Co,www.bankbrewing.com,Micro,Y,,,MN
Bankhead Brewing Company,www.bankheadbrewing.com,Brewpub,Y,,,TX
Banning's Inc,,Micro,,,,WV
Bar 3 BBQ and Brewing,www.bar3bbq.com,Brewpub,,,,MT
Bar D Brew House,www.bardbrewhouse.com,Brewpub,,,,TX
Bar Hygge / Brewery Techne,,Brewpub,Y,,,PA
Baranof Island Brewing Co,www.baranofislandbrewing.com,Micro,Y,,,AK
Barbarian Brewing,www.barbarianbrewing.com,Micro,Y,,,ID
Bardo Brewpub,www.bardo.beer,Micro,Y,,,DC
"Bard's Brewery, LLC",www.bardsbeer.com,Proprietor,Y,,,MO
Bardwell Winery and Brewery,www.bardwellwinery.com,Micro,,,,OH
Bare Arms Brewing,www.barearmsbrewing.com,Micro,Y,,,TX
Bare Bones Brewery,www.barebonesbrewery.us,Brewpub,Y,,,WI
Bare Hands Brewery,www.barehandsbrewbrewery.com,Micro,,,,IN
Barebottle Brewing Company,www.barebottlebeer.com,Micro,Y,,,CA
BareWolf Brewing,www.barewolfbrewing.com,Micro,,,,MA
Barhop Brewing,www.barhopbrewing.com,Brewpub,Y,,,WA
Bark Brew Co. LLC,,Planning,,Y,,
Bark Brewing Company,barkbrewingcompany.com,Brewpub,Y,,,NC
BarkEater Craft Brewery,www.barkeaterbrew.com,Proprietor,,,,NY
Barking Armadillo Brewing,,Planning,,Y,,TX
Barking Duck Brewing Company,www.barkingduckbrew.com,Micro,,,,NC
Barley & Board,www.barleyandboard.com,Brewpub,,,,TX
Barley and Hops Grill,www.barleyandhops.net,Brewpub,Y,,,MD
Barley Boys Brewery,www.barleyboysbrewery.com,Planning,,Y,,NE
Barley Brothers Brewery,www.barleybrothers.com,Brewpub,Y,,,AZ
Barley Browns Brewpub,www.barleybrowns.com,Micro,Y,,,OR
Barley Creek Brewing Co,www.barleycreek.com,Brewpub,Y,,,PA
Barley Forge Brewing,www.barleyforge.com,Micro,Y,,,CA
Barley Head Brewery,www.barleyheadbrewery.com,Micro,Y,,,CT
Barley Island Brewing Co,www.barleyisland.com,Brewpub,,,,IN
Barley Johns Brewpub,www.barleyjohns.com,Brewpub,,,,MN
Barley Johns Brewpub,www.barleyjohnsbrewery.com,Brewpub,,,,WI
Barley Naked Brewing Company,www.barleynaked.com,Planning,,Y,,VA
Barley Sprouts Brewery,www.capturedbyporches.com,Brewpub,,,,OR
Barley Working Brewery,,Planning,,Y,,TX
Barley's Brewing Company (Ale House No. 1),www.barleysbrewing.com,Brewpub,Y,,,OH
Barley's Casino and Brewing Co,www.wildfire.sclv.com/barleys,Brewpub,,,,NV
Barn Brewers,www.barnbrewersbrewery.com,Brewpub,,,,MI
Barn Brewery,www.thebarnbrew.com,Micro,,,,CA
Barn Town Brewing Co.,,Brewpub,Y,,,IA
Barnaby Brewing Company,www.barnabybrew.com,Micro,Y,,,AK
Barnett and Son Brewing Company,,Micro,Y,,,CO
Barnhouse Brewery,www.barnhousebrewery.com,Brewpub,Y,,,VA
Barnshed Brewing,www.barnshedbrewing.com,Micro,Y,,,NY
Barnstable Brewing,www.barnstablebrewing.com,Micro,,,,MA
Barnstar Brewing,www.barnstarbrew.com,Micro,,,,AZ
Barrage Brewing Co,www.barragebrewing.com,Micro,Y,,,NY
Barrel and Beam,www.barrelandbeam.com,Micro,Y,,,MI
Barrel Assembly,www.barrelassembly.com,Planning,,Y,,TX
Barrel Brothers Brewing Company,www.barrelbrothersbrewing.com,Micro,,,,CA
"Barrel Brothers Brewing Company, LLC",barrelbrothersbrewing.com,Micro,Y,,,CA
Barrel Culture Brewing And Blending,,Proprietor,Y,,,NC
Barrel Dog Brewing,,Micro,Y,,,CO
Barrel Harbor Brewing Co.,www.barrelharborbrewing.com,Micro,Y,,,CA
Barrel Head Brewhouse,www.barrelheadsf.com,Brewpub,Y,,,CA
Barrel House Z,www.barrelhousez.net,Micro,Y,,,MA
Barrel Mountain Brewing,www.barrelmountainbrewing.com,Micro,Y,,,WA
Barrel Oak Farm Taphouse,www.barreloak.com,Micro,Y,,,VA
Barrel of Monks Brewing,www.barrelofmonks.com,Micro,Y,,,FL
Barrel Theory Beer Company,www.barreltheory.com,Micro,Y,,,MN
Barreled Souls Brewing Company LLC,www.barreledsouls.com,Micro,,,,ME
Barrelhouse Brewing,www.barrelhousebrewing.com,Micro,Y,,,CA
Barrels & Bottles Brewery,www.barrelsbottles.com,Brewpub,Y,,,CO
Barrie Brewing Company,,Planning,,Y,,FL
Barrier Brewing Co,www.barrierbrewing.com,Micro,Y,,,NY
Barrington Brewery and Restaurant,www.barringtonbrewery.net,Brewpub,Y,,,MA
Barrio Brewing Co,www.barriobrewing.co,Micro,Y,,,AZ
Barrow Brewing Company,www.barrowbrewing.com,Micro,Y,,,TX
Barsideous Brewing Co,www.barsideousbrewing.com,Brewpub,,,,OR
Bartlett Hall,www.bartletthall.com,Brewpub,Y,,,CA
Bascule Brewery And Public House,www.basculebrewingcompany.com,Micro,,,,OH
Base Camp Brewing Co,www.basecampbrewingco.com,Micro,Y,,,OR
Basement Brewers of Texas,www.basementbrewersoftexas.com,Micro,,,,TX
Basic City Beer Co.,,Planning,,Y,,VA
Basic City Beer Co.,www.basiccitybeer.com,Micro,Y,,,VA
Basket Case Brewing Co,www.basketcasebeer.com,Brewpub,,,,IN
Bastard Brothers Brewing Company,www.bastardbrothersbrewery.com,Micro,,,,MO
Bastet Brewing,www.bastetbrewing.com,Planning,,Y,,FL
Bastion Brewing Company,www.bastionbrewingcompany.com,Brewpub,Y,,,WA
Bastone Brewery,www.bastone.net/br/bastone-brewery,Brewpub,Y,,,MI
Batch Brewing Co,www.BatchBrewingCompany.com,Brewpub,Y,,,MI
Batch Craft Beer and Kolaches,www.batchatx.com,Planning,,Y,,TX
Bath Ale Works,www.bathaleworks.com,Planning,,Y,,
Bath Brewing Company,www.bathbrewing.com,Brewpub,,,,ME
Bathtub Row Brewing Co-op,,Micro,Y,,,NM
Battered Boar Brewing Co,www.batteredboar.com,Micro,,,,OK
Battery Steele Brewing,www.batterysteele.com,Micro,Y,,,ME
Battle Born® Beer,,Contract,,,,NV
Battle Hill Brewing Company,www.battlehillbrewing.com,Micro,,,,NY
Battle Road Brewing Co,www.battleroadbh.com,Micro,Y,,,MA
Battlefield Brew Works,www.battlefieldbrewworks.com,Brewpub,Y,,,PA
Battlefield Brewing Co,,Brewpub,,,,VA
BattleHops Brewing,www.battlehopsbrewing.com,Planning,,Y,,TX
Battlemage Brewing Co,www.battlemagebrewing.com,Micro,,,,CA
Bauhaus Brew Labs,bauhausbrewlabs.com,Micro,Y,,,MN
Bavarian Bierhaus,www.thebavarianbierhaus.com,Brewpub,Y,,,WI
Bavarian Brothers Brewing,,Planning,,Y,,WV
"Baxter Brewing Co, LLC",www.baxterbrewing.com,Regional,Y,,,ME
Bay Brewing Company,,Planning,,Y,,FL
Bay Bridge Brewing Co,www.baybridgebrewing.com,Micro,,,,CA
Bay City Brewing Co.,www.baycitybrewingco.com,Micro,,,,CA
Bay State Beer Company,www.baystatebeer.com,Micro,Y,,,MA
Bayern Brewing Inc.,www.bayernbrewery.com,Micro,Y,,,MT
Bayonet Cider Company,,Planning,,Y,,PA
Bayou Teche Brewing,www.bayoutechebrewing.com,Micro,Y,,,LA
BBGB Brewery And Hop Farm,,Brewpub,Y,,,IL
B-CS Zoigl Brewery,www.bcs-zoigl.com,Micro,,,,TX
BDD Brewing Company,,Micro,,,,NC
Beach Chalet Brewing Co,www.beachchalet.com,Brewpub,Y,,,CA
Beach Grease Beer Company,www.beachgreasebeerco.com,Micro,,,,CA
Beach Haus Brewery,Www.beachhausbeer.com,Micro,Y,,,NJ
BeachFly Brewing Company,,Planning,,Y,,FL
Beachside Brew Pub,www.beachsidebrewpub.com,Micro,,,,FL
Beachwood BBQ & Brewing,www.beachwoodbbq.com,Brewpub,Y,,,CA
Beachwood Blendery,,Micro,Y,,,CA
Beachwood Brewing,www.beachwoodbbq.com,Micro,Y,,,CA
Beacon Brewing Company,www.beacon.beer,Brewpub,Y,,,GA
Beale St Brewing Co,www.bealestbrewing.com,Planning,,Y,,TN
Beale's,www.bealesbeer.com,Brewpub,Y,,,VA
Bear and Bramble Brewing Company,,Micro,Y,,,MA
Bear Bones Beer,www.bearbonesbeer.com,Micro,,,,ME
Bear Bones Beer,,Micro,,,,ME
Bear Chase Brewing Company,,Planning,,Y,,VA
Bear Creek Brews,www.bearcreekbrews.com,Micro,Y,,,NC
Bear Island Brewing Company,www.bearislandbrewing.com,Micro,Y,,,ID
Bear Republic Brewing Co,www.bearrepublic.com,Regional,Y,,,CA
Bear Republic Brewing Co - Production facility,www.bearrepublic.com,Regional,Y,,,CA
Bear Republic Brewing Co Pub & Restaurant - Lakeside,bearrepublic.com,Brewpub,Y,,,CA
Bear Roots Brewing Company,www.bearrootsbrewing.com,Micro,,,,CA
Beara Brewing Co.,www.bearairishbrew.com,Micro,,,,NH
Bearded Fox Brewing Co.,www.beardedfoxbrewing.com,Micro,Y,,,TX
Bearded Iris Brewing,www.beardedirisbrewing.com,Micro,Y,,,TN
Bearded Owl Brewing,,Brewpub,Y,,,IL
Beards Brewery,www.beardsbrewery.com,Brewpub,Y,,,MI
Beards Brewery Production Facility,,Micro,Y,,,MI
Beardslee Public House,,Brewpub,Y,,,WA
Bearpaw River Brewing Co,bearpawriverbrewing.com,Micro,Y,,,AK
BearWaters Brewing Co,www.bwbrewing.com,Brewpub,Y,,,NC
Beaver Beer Co,www.beaverbeer.com,Contract,,,,CT
Beaver Brewery At Mo's Place,www.mosbrewpub.com,Brewpub,,,,KS
Beaver Brewing Co,www.beaverbrewingcompany.com,Brewpub,,,,PA
Beaver Creek Brewery,www.beavercreekbrewery.com,Micro,Y,,,MT
Beaver Island Brewing Company,www.beaverislandbrew.com,Micro,Y,,,MN
Beaver Street Brewery,www.beaverstreetbrewery.com,Brewpub,Y,,,AZ
Beaverhead Brewing Co,www.beaverheadbeer.com,Micro,Y,,,MT
Beavers Bend Brewery,www.beaversbendbrewery.com,Micro,,,,OK
Bedlam Brewing LLC,www.facebook.com/Bedlam-Brewing-536957559822021,Brewpub,,,,VA
Bee tree brewing company,,Planning,,Y,,
Beech Mountain Brewing Company,www.beechmountainresort.com,Micro,,,,NC
Beehive Basin Brewery,www.beehivebasinbrewery.com,Micro,Y,,,MT
Beer Army,,Brewpub,Y,,,NC
Beer By Design Brewery,www.beerbydesign.com,Contract,,Y,,CO
Beer Church Brewing Company,www.beerchurchbrewing.com,Contract,,Y,,MI
Beer Engine,www.kybeerengine.com,Micro,Y,,,KY
Beer Hound Brewery,,Contract,,,,VA
Beer Is Good Brewing Company,,Planning,,Y,,OK
Beer Lab HI,www.beerlabhi.com,Micro,Y,,,HI
Beer Naked Brewery,www.beernakedbrewery.com,Brewpub,Y,,,VT
Beer On Earth,www.beeronearth.com,Micro,,,,RI
Beer Religion,,Planning,,Y,,FL
Beer Republic Brewing,www.beerrepublicbrewing.com,Planning,,Y,,GA
"Beer Research Institute, The",www.bri.beer,Brewpub,Y,,,AZ
Beer Tree Brew Co,www.beertreebrew.com,Micro,,,,NY
Beer Valley Brewing Co,www.beervalleybrewing.com,Micro,,,,OR
Beerburg Brewing Company,,Planning,,Y,,
Beerded Brothers Brewing,www.beerdedbrothers.net,Micro,,,,WA
"BeerdOPower Brewing LLC,",,Planning,,Y,,AZ
Beerfoot Beach Bar,www.yagaspresents.com/beerfoot/index.html,Micro,,,,TX
Begyle Brewing,www.begylebrewing.com,Micro,Y,,,IL
Belbridge Brewing Company,,Planning,,Y,,VA
Belching Beaver Brewery,,Regional,Y,,,CA
Belching Beaver Brewery Tavern & Grill,,Brewpub,Y,,,CA
Belching Beaver Brewery Vista,www.belchingbeaver.com,Micro,Y,,,CA
Belfast Bay Brewing Co,www.belfastbaybrewing.com,Contract,,,,ME
Belford Brewing Company,www.belfordbrewing.com,Micro,,,,NJ
Belgian Mare Brewery,www.belgianmare.com,Micro,Y,,,NH
Bella Brewing,www.bellabrewing.com,Micro,Y,,,ID
Bella Casa Di Vino,www.suescoffeehouse.com,Brewpub,,,,MI
Belle Isle Restaurant and Brewing Co,www.okclive.com/belleisle,Brewpub,Y,,,OK
Bellefonte Brewing Co,www.bellefontebrewingco.com,Micro,Y,,,DE
Bellevue Brewing Co,www.bellevuebrewing.com,Brewpub,Y,,,WA
Bellport Brewing Company,www.bellportbrewing.com,Proprietor,,,,NY
"Bell's Brewery, Inc",www.bellsbeer.com,Regional,Y,,,MI
Bell's Eccentric Cafe,www.bellsbeer.com,Brewpub,Y,,,MI
Belltown Brewery,www.belltownbrewingseattle.com,Brewpub,,,,WA
Bellwether Brewing Co,www.bellwetherbrewing.net,Micro,,,,WA
Belly Love Brewing Company,www.bellylovebrewing.com,Brewpub,Y,,,VA
Belly Up Beer Company,www.bellyupbeer.com,Micro,,,,IL
Belmont Brewing Co,www.belmontbrewing.com,Brewpub,,,,CA
Below the Radar Brewing Co,www.btrbrew.com,Brewpub,Y,,,AL
Beltway Brewing Company,www.beltwaybrewco.com,Micro,Y,,,VA
Bemidji Brewing Company,www.bemidjibeer.com,Brewpub,Y,,,MN
Benchmark Brewing Co,www.benchmarkbrewing.com,Micro,Y,,,CA
Benchtop Brewing Company,www.benchtopbrewing.com,Micro,Y,,,VA
Bend Brewing Co,www.bendbrewingco.com,Brewpub,Y,,,OR
Bend Brewing High Desert,,Micro,Y,,,OR
Benford Brewing Co.,,Micro,Y,,,SC
"Bengal Brewing, LLC.",www.BengalBrewingLLC.com,Planning,,Y,,MN
Benjamin Beer Co,www.benjaminbeer.com,Micro,,,,WI
Bennidito's Brewpub,www.benniditosbrewpub.com,Brewpub,Y,,,WA
Benny Brewing Co.,www.martysblueroom.com,Micro,,,,PA
Benoit-Casper Brewing,www.bcbrewing.com,Micro,Y,,,CA
Ben's Tune-Up / Ben's Beer,www.benstuneup.com,Brewpub,,,,NC
Benson Brewery,www.bensonbrewery.com,Brewpub,Y,,,NE
Bent Bine Brew Co. LLC,www.bentbine.com,Brewpub,Y,,,WA
Bent Brewstillery,www.bentbrewstillery.com,Micro,Y,,,MN
Bent Hill Brewery,www.benthilbrewery.com,Micro,,,,VT
Bent Kettle Brewing Company,www.bentkettle.com,Micro,,,,WI
Bent Paddle Brewing Co,www.bentpaddlebrewing.com,Regional,Y,,,MN
Bent River Brewing Co,www.bentriverbrewing.com,Brewpub,Y,,,IL
Bent River Brewing Co,www.burlingtonbentriver.com,Brewpub,Y,,,IA
